06087	000608700	โรงพยาบาลส่งเสริมสุขภาพตำบลนาทราย 	นาทราย	07
06087	000608700	โรงพยาบาลส่งเสริมสุขภาพตำบลนาทราย 	นาทราย	10
06087	000608700	โรงพยาบาลส่งเสริมสุขภาพตำบลนาทราย 	นาทราย	16
06087	000608700	โรงพยาบาลส่งเสริมสุขภาพตำบลนาทราย 	นาทราย	19
06087	000608700	โรงพยาบาลส่งเสริมสุขภาพตำบลนาทราย 	นาทราย	20
06089	000608900	โรงพยาบาลส่งเสริมสุขภาพตำบลดงดำ	ดงดำ	01
06089	000608900	โรงพยาบาลส่งเสริมสุขภาพตำบลดงดำ	ดงดำ	02
06089	000608900	โรงพยาบาลส่งเสริมสุขภาพตำบลดงดำ	ดงดำ	03
06089	000608900	โรงพยาบาลส่งเสริมสุขภาพตำบลดงดำ	ดงดำ	04
06089	000608900	โรงพยาบาลส่งเสริมสุขภาพตำบลดงดำ	ดงดำ	05
06089	000608900	โรงพยาบาลส่งเสริมสุขภาพตำบลดงดำ	ดงดำ	06
06090	000609000	โรงพยาบาลส่งเสริมสุขภาพตำบลก้อ 	ก้อ	01
06090	000609000	โรงพยาบาลส่งเสริมสุขภาพตำบลก้อ 	ก้อ	02
06090	000609000	โรงพยาบาลส่งเสริมสุขภาพตำบลก้อ 	ก้อ	03
06090	000609000	โรงพยาบาลส่งเสริมสุขภาพตำบลก้อ 	ก้อ	04
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	01
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	02
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	03
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	04
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	05
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	06
06091	000609100	โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ลาน	แม่ลาน	07
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	01
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	02
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	04
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	05
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	07
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	08
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	09
06092	000609200	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน 	ป่าไผ่	11
77555	001114201	ศูนย์สุขภาพชุมชนโรงพยาบาลลี้	ป่าไผ่	03
77555	001114201	ศูนย์สุขภาพชุมชนโรงพยาบาลลี้	ป่าไผ่	06
77555	001114201	ศูนย์สุขภาพชุมชนโรงพยาบาลลี้	ป่าไผ่	10
77555	001114201	ศูนย์สุขภาพชุมชนโรงพยาบาลลี้	ป่าไผ่	12
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	01
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	02
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	03
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	04
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	08
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	09
06093	000609300	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปาง 	ศรีวิชัย	13
06094	000609400	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ป๊อก 	ศรีวิชัย	05
06094	000609400	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ป๊อก 	ศรีวิชัย	06
06094	000609400	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ป๊อก 	ศรีวิชัย	07
06094	000609400	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ป๊อก 	ศรีวิชัย	10
06094	000609400	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ป๊อก 	ศรีวิชัย	11
06094	000609400	โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่ป๊อก 	ศรีวิชัย	12
